date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:13:42	51039/51039	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:40:29%20GMT	https://swiftedutravels.com/wp-content/plugins/edubin-core/assets/js/bootstrap.min.js?ver=8.10.8	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/edubin-core/assets/js/bootstrap.min2180.js	(from https://swiftedutravels.com/)
16:13:43	6352/6352	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:39:01%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/js/edubin-theme.js?ver=8.10.8	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/js/edubin-theme2180.js	(from https://swiftedutravels.com/)
16:13:43	1426/1426	---M--	200	added ('OK')	application/javascript	date:Wed,%2006%20Jan%202021%2019:59:24%20GMT	https://swiftedutravels.com/wp-includes/js/wp-embed.min.js?ver=5.8.6	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-includes/js/wp-embed.min6281.js	(from https://swiftedutravels.com/)
16:13:44	14775/14775	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:40:31%20GMT	https://swiftedutravels.com/wp-content/plugins/edubin-core/assets/js/edubin-widgets-active.js?ver=8.10.8	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/edubin-core/assets/js/edubin-widgets-active2180.js	(from https://swiftedutravels.com/)
16:13:46	43881/43881	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:40:31%20GMT	https://swiftedutravels.com/wp-content/plugins/edubin-core/assets/js/slick.min.js?ver=8.10.8	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/edubin-core/assets/js/slick.min2180.js	(from https://swiftedutravels.com/)
16:13:46	4879/4879	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:40:53%20GMT	https://swiftedutravels.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.4.2	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/elementor/assets/js/webpack.runtime.minccfb.js	(from https://swiftedutravels.com/)
16:13:48	14002/14002	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:40:53%20GMT	https://swiftedutravels.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.4.2	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/elementor/assets/js/frontend-modules.minccfb.js	(from https://swiftedutravels.com/)
16:13:48	12198/12198	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:41:03%20GMT	https://swiftedutravels.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://swiftedutravels.com/)
16:13:49	20787/20787	---M--	200	added ('OK')	application/javascript	date:Thu,%2018%20Mar%202021%2022:18:24%20GMT	https://swiftedutravels.com/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-includes/js/jquery/ui/core.min35d0.js	(from https://swiftedutravels.com/)
16:13:49	2578/2578	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:41:03%20GMT	https://swiftedutravels.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.4.2	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.minccfb.js	(from https://swiftedutravels.com/)
16:13:50	10863/10863	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:40:58%20GMT	https://swiftedutravels.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://swiftedutravels.com/)
16:13:52	139153/139153	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:41:03%20GMT	https://swiftedutravels.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://swiftedutravels.com/)
16:13:54	36245/36245	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:40:53%20GMT	https://swiftedutravels.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.4.2	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/elementor/assets/js/frontend.minccfb.js	(from https://swiftedutravels.com/)
16:13:54	31942/31942	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:40:53%20GMT	https://swiftedutravels.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.4.2	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/elementor/assets/js/preloaded-modules.minccfb.js	(from https://swiftedutravels.com/)
16:13:54	19076/19076	---M--	200	added ('OK')	application/javascript	date:Fri,%2028%20May%202021%2000:03:20%20GMT	https://swiftedutravels.com/wp-includes/js/underscore.min.js?ver=1.13.1	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-includes/js/underscore.min0028.js	(from https://swiftedutravels.com/)
16:13:54	1340/1340	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Jun%202021%2019:20:58%20GMT	https://swiftedutravels.com/wp-includes/js/wp-util.min.js?ver=5.8.6	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-includes/js/wp-util.min6281.js	(from https://swiftedutravels.com/)
16:13:55	754/754	---M--	200	added ('OK')	application/javascript	date:Sun,%2022%20Aug%202021%2006:43:21%20GMT	https://swiftedutravels.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.6.8.1	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minedf0.js	(from https://swiftedutravels.com/)
16:13:56	3019/3019	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2015:03:07%20GMT	https://swiftedutravels.com/wp-content/plugins/chaty/images/header-top.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/chaty/images/header-top.png	(from https://swiftedutravels.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=1664896689)
16:13:57	1342/1342	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2015:03:07%20GMT	https://swiftedutravels.com/wp-content/plugins/chaty/images/header-bottom.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/chaty/images/header-bottom.png	(from https://swiftedutravels.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=1664896689)
16:13:58	14751/14751	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Aug%202021%2006:40:28%20GMT	https://swiftedutravels.com/wp-content/plugins/edubin-core/assets/img/close.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/edubin-core/assets/img/close.png	(from https://swiftedutravels.com/wp-content/plugins/edubin-core/assets/css/edubin-widgets.css?ver=69491331975)
16:13:58	114536/114536	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2015:03:07%20GMT	https://swiftedutravels.com/wp-content/plugins/chaty/images/whatsapp.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/chaty/images/whatsapp.png	(from https://swiftedutravels.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=1664896689)
16:14:02	97150/97150	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202023%2015:13:43%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/img/flags.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/img/flags.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/intlTelInput.css?ver=20.9)
16:14:04	97150/97150	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202023%2015:13:47%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/img/flags@2x.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/img/flags@2x.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/intlTelInput.css?ver=20.9)
16:14:05	339/339	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:29%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/square-24.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/square-24.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:05	205/205	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:28%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/checkbox-16.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/checkbox-16.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:05	573/573	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:29%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/x-24.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/x-24.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:06	2911/2911	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:28%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/checkbox.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/checkbox.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:07	18556/18556	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:29%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/success.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/success.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:08	256/256	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:29%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/redo-16.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/redo-16.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:08	168/168	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:28%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/exclamation-16.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/exclamation-16.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:08	170/170	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:29%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/info-16.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/info-16.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:09	234/234	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:28%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/edit-16.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/edit-16.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:10	169/169	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:29%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/plus-16.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/plus-16.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:10	116/116	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:29%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/minus-16.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/minus-16.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:11	257/257	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:28%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/delete-16.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/delete-16.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:11	259/259	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:28%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/check-16.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/check-16.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:12	18013/18013	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:29%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/user-16.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/user-16.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:13	3208/3208	---M--	200	added ('OK')	image/gif	date:Tue,%2014%20Jun%202022%2015:17:26%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/backend/resources/images/ajax_loader_32x32.gif	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/backend/resources/images/ajax_loader_32x32.gif	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:15	65960/65960	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:29%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/flags.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/flags.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:18	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.eot	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:18	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400d41d.eot	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:18	173609/173609	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jun%202022%2015:17:29%20GMT	https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/flags@2x.png	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/images/flags@2x.png	(from https://swiftedutravels.com/wp-content/plugins/bookly-responsive-appointment-booking-tool/frontend/resources/css/bookly-main.css?ver=20.9)
16:14:19	13580/13580	---M--	200	added ('OK')	font/woff2	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.woff2	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:20	16804/16804	---M--	200	added ('OK')	font/woff	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.woff	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:21	34092/34092	---M--	200	added ('OK')	font/ttf	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.ttf	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:23	144451/144451	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-regular-400.svg	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:25	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.eot	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:27	98020/98020	---M--	200	added ('OK')	font/woff	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.woff	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:27	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900d41d.eot	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:27	75440/75440	---M--	200	added ('OK')	font/woff2	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.woff2	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:36	191832/191832	---M--	200	added ('OK')	font/ttf	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.ttf	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:38	839388/839388	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-solid-900.svg	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:38	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.eot	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:39	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400d41d.eot	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:41	74508/74508	---M--	200	added ('OK')	font/woff2	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.woff2	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:43	87352/87352	---M--	200	added ('OK')	font/woff	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.woff	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:43	129048/129048	---M--	200	added ('OK')	font/ttf	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.ttf	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
16:14:44	22688/22688	---M--	200	added ('OK')	font/woff	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon.woff?a6c2707ef5cf19ba2e5dbca96719ac16	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon0e51.woff	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon.css?ver=5.8.6)
16:14:45	50216/50216	---M--	200	added ('OK')	font/ttf	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon.ttf?a6c2707ef5cf19ba2e5dbca96719ac16	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon0e51.ttf	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon.css?ver=5.8.6)
16:14:47	19340/19340	---M--	200	added ('OK')	font/woff2	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon.woff2?a6c2707ef5cf19ba2e5dbca96719ac16	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon0e51.woff2	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon.css?ver=5.8.6)
16:14:48	50384/50384	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon.eot?a6c2707ef5cf19ba2e5dbca96719ac16	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon0e51.eot	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/flaticon.css?ver=5.8.6)
16:14:52	689922/689922	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Aug%202021%2006:38:51%20GMT	https://swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/swiftedutravels/swiftedutravels.com/wp-content/themes/edubin/assets/fonts/fa-brands-400.svg	(from https://swiftedutravels.com/wp-content/themes/edubin/assets/css/fontawesome.min.css?ver=5.8.6)
